Year,Country,alcoholdrug,demography,gdp,happiness,internet,landarea,lifeexpectancy,medianage,mentaldisorders,pollution,populationdensity,suicides
2010,Nicaragua,3.2,5855736.0,3917.0,5.45,10.0,120340.0,72.0,20.9,12.58,22.49,48.66,278.0
2010,Niger,0.8,16647545.0,810.0,3.8,0.8,1266700.0,58.4,14.4,11.39,69.15,13.14,879.0
2010,Nigeria,0.8,160952860.0,4905.0,5.49,11.5,910770.0,50.9,16.7,11.18,52.61,176.72,6972.0
2010,North Macedonia,2.3,2093828.0,11038.0,4.64,51.9,25220.0,75.1,34.5,10.67,34.46,83.02,146.0
2010,Norway,2.6,4889747.0,78476.0,7.68,93.4,365107.84,81.0,37.7,14.7,8.34,13.42,604.0
2010,Oman,0.8,2881915.0,46182.0,6.85,35.8,309500.0,76.3,24.4,13.19,37.52,9.31,205.0
2010,Pakistan,1.9,194454500.0,4354.0,5.13,8.0,770880.0,64.4,18.8,12.32,68.01,252.25,15787.0
2010,Panama,2.3,3623622.0,15169.0,6.86,40.1,74177.0,76.4,25.9,11.42,14.14,48.85,152.0
2010,Paraguay,3.3,5768618.0,7139.0,5.82,19.8,397300.0,71.9,22.0,14.85,15.1,14.52,220.0
2010,Peru,1.9,29229576.0,9508.0,5.82,34.8,1280000.0,73.7,25.0,13.11,31.5,22.84,1007.0
2010,Philippines,1.3,94636700.0,5694.0,5.0,25.0,298170.0,70.8,21.8,11.69,23.59,317.39,2222.0
2010,Poland,3.9,38597356.0,20609.0,5.88,62.3,306170.0,76.3,36.9,9.73,27.18,126.08,7138.0
2010,Portugal,4.1,10588401.0,25463.0,4.99,53.3,91605.6,80.0,40.5,17.2,10.08,115.59,1442.0
2010,Qatar,0.9,1713512.0,134803.0,6.61,69.0,11490.0,78.4,30.0,12.75,84.12,149.13,153.0
2010,Romania,2.5,20335212.0,16377.0,5.17,39.9,230080.0,74.0,38.3,10.41,17.06,88.38,2712.0
2010,Russia,4.6,143242600.0,21737.0,5.62,49.0,16376870.0,69.4,36.9,10.53,19.48,8.75,54635.0
2010,Rwanda,3.5,10309032.0,1416.0,3.33,8.0,24670.0,62.5,17.6,12.89,41.44,417.88,658.0
2010,Saudi Arabia,0.8,29411930.0,42738.0,6.4,41.0,2149690.0,75.8,25.3,12.99,81.7,13.68,1500.0
2010,Senegal,0.8,12530128.0,2151.0,3.67,8.0,192530.0,64.6,17.1,10.72,34.99,65.08,832.0
2010,Serbia,2.5,7653749.0,11964.0,5.15,40.9,87460.0,74.4,40.8,10.71,29.1,87.51,1544.0
2010,Sierra Leone,0.8,6436699.0,1421.0,4.51,0.6,72180.0,53.7,17.1,12.28,18.53,89.18,434.0
2010,Slovakia,3.0,5396428.0,21941.0,5.91,75.7,48080.0,75.5,36.2,10.56,21.69,112.24,736.0
2010,Slovenia,3.4,2057294.0,26001.0,6.06,70.0,20136.4,79.7,40.3,10.88,18.68,102.17,423.0
2010,South Africa,3.3,51784930.0,11319.0,5.13,24.0,1213090.0,58.9,23.6,11.42,27.14,42.69,12618.0
2010,Spain,3.3,46572776.0,31786.0,6.29,65.8,499603.47,82.0,39.1,16.74,11.35,93.23,3254.0
2010,Sri Lanka,1.5,20668556.0,8320.0,4.22,3.9,61864.0,73.2,29.2,10.97,31.03,334.12,4439.0
2010,Sweden,3.5,9381722.0,42635.0,7.56,90.0,407310.0,81.5,39.7,14.1,7.21,23.03,1384.0
2010,Switzerland,4.2,7822444.0,57220.0,7.78,83.9,39516.03,82.3,40.5,15.6,12.92,197.96,1130.0
2010,Syria,0.8,22337558.0,6521.0,3.16,20.7,183630.0,73.9,20.8,14.86,42.66,121.64,315.0
2010,Tajikistan,3.0,7621785.0,2976.0,4.5,11.6,138790.0,67.7,19.8,10.63,50.41,54.92,297.0
2010,Tanzania,1.8,45110532.0,2069.0,4.01,2.9,885800.0,60.1,16.4,12.36,28.61,50.93,2227.0
2010,Thailand,2.0,68270490.0,13344.0,6.3,22.4,510890.0,76.1,34.5,11.72,31.57,133.63,5409.0
2010,Togo,0.8,6571862.0,1191.0,2.94,3.0,54390.0,57.3,17.9,12.19,30.52,120.83,665.0
2010,Trinidad and Tobago,2.4,1410297.0,30236.0,6.17,48.5,5130.0,72.7,30.3,13.68,28.7,274.91,151.0
2010,Tunisia,0.8,10895063.0,10722.0,4.46,36.8,155360.0,75.4,27.8,15.16,35.55,70.13,369.0
2010,Turkey,0.8,73195350.0,16528.0,5.31,39.8,769630.0,75.1,27.1,13.99,43.82,95.1,1748.0
2010,Turkmenistan,3.6,5267975.0,14397.0,5.46,3.0,469930.0,68.3,23.1,10.08,24.85,11.21,433.0
2010,Uganda,1.3,32341724.0,1831.0,4.31,4.3,200520.0,57.1,14.0,14.8,44.76,161.29,2054.0
2010,Ukraine,3.3,45683024.0,9601.0,5.03,23.3,579400.0,70.6,38.3,11.65,23.52,78.85,11202.0
2010,United Arab Emirates,1.4,8481775.0,60112.0,7.22,68.0,71020.0,78.3,26.3,11.72,38.98,119.43,716.0
2010,United Kingdom,5.2,62760050.0,34754.0,6.88,85.0,241930.0,80.4,38.5,13.61,12.3,259.41,4970.0
2010,United States,5.5,311182850.0,49267.0,7.03,71.7,9147420.0,78.8,36.1,15.85,9.36,34.02,40482.0
2010,Uruguay,3.1,3352653.0,16416.0,6.45,46.4,175020.0,76.9,33.0,12.96,11.03,19.16,536.0
2010,Uzbekistan,2.6,28614234.0,7003.0,6.02,15.9,440555.0,69.2,23.5,10.27,32.08,64.94,2312.0
2010,Venezuela,2.1,28715026.0,17106.0,7.07,37.4,882050.0,72.9,24.8,12.88,21.68,32.55,972.0
2010,Vietnam,1.8,87411016.0,4572.0,5.53,30.6,310070.0,73.5,27.7,9.14,39.37,278.89,6156.0
2010,Yemen,0.7,24743944.0,4812.0,4.06,12.4,527970.0,67.3,16.5,15.3,45.98,46.87,1317.0
2010,Zambia,1.9,13792095.0,3032.0,5.01,3.0,743390.0,56.8,15.5,11.78,28.84,18.55,1381.0
2010,Zimbabwe,2.4,12839774.0,1402.0,4.96,6.4,386850.0,50.7,17.1,10.71,23.23,33.19,2731.0
