Year,Country,alcoholdrug,demography,gdp,happiness,internet,landarea,lifeexpectancy,medianage,mentaldisorders,pollution,populationdensity,suicides
2011,Iraq,0.8,32378066.0,11484.0,4.73,5.0,434128.0,67.7,18.1,13.92,66.36,74.58,1245.0
2011,Ireland,4.9,4544504.0,48980.0,6.76,74.9,68890.0,80.6,33.7,16.13,10.29,65.97,574.0
2011,Israel,1.8,7459750.0,29370.0,7.32,68.9,21640.0,81.7,28.5,13.7,23.9,344.72,423.0
2011,Italy,2.9,60025950.0,35151.0,6.01,54.4,297730.0,82.2,42.8,13.78,19.99,202.98,4379.0
2011,Jamaica,2.2,2746169.0,7141.0,5.71,37.4,10830.0,73.1,25.9,13.22,16.54,253.57,63.0
2011,Japan,1.4,128007256.0,34979.0,5.96,79.1,364500.0,82.7,44.5,9.83,14.14,351.19,30012.0
2011,Jordan,0.8,7109980.0,11615.0,5.17,34.9,88780.0,74.2,20.6,14.21,33.02,80.07,115.0
2011,Kazakhstan,4.8,16864920.0,21302.0,5.84,50.6,2699700.0,68.7,28.1,10.01,15.24,6.25,4737.0
2011,Kenya,1.0,42635148.0,2712.0,3.8,8.8,569140.0,61.0,17.2,12.16,28.66,74.91,2541.0
2011,Kuwait,0.9,3143827.0,77126.0,6.48,65.8,17820.0,78.5,29.3,12.85,62.83,176.42,72.0
2011,Kyrgyzstan,3.8,5552339.0,4142.0,5.4,17.5,191800.0,68.6,22.7,10.83,27.52,28.95,622.0
2011,Laos,1.3,6416331.0,4401.0,4.88,9.0,230800.0,64.7,20.6,11.78,29.67,27.8,376.0
2011,Latvia,3.5,2076974.0,18428.0,5.07,69.7,62090.0,73.7,40.7,11.75,16.57,33.38,475.0
2011,Lebanon,1.1,5045061.0,16230.0,4.98,52.0,10230.0,78.4,27.5,16.31,30.07,493.16,157.0
2011,Lesotho,2.8,2037687.0,2346.0,4.9,7.0,30360.0,46.7,20.2,12.79,31.35,67.12,1393.0
2011,Liberia,0.9,4181148.0,820.0,4.57,2.5,96320.0,59.6,17.5,12.69,16.15,43.41,201.0
2011,Libya,1.2,6188135.0,12893.0,5.75,14.0,1759540.0,70.1,24.5,14.23,44.63,3.52,315.0
2011,Lithuania,2.9,3099800.0,20243.0,5.6,63.6,62630.0,73.9,40.4,12.58,14.51,49.5,1174.0
2011,Luxembourg,3.8,518207.0,54031.0,7.13,90.0,2430.0,80.8,38.0,13.57,12.69,201.29,62.0
2011,Madagascar,1.6,22348158.0,1347.0,3.82,1.9,581800.0,63.5,17.1,12.69,23.36,38.41,1238.0
2011,Malawi,1.8,15146095.0,1102.0,4.04,3.3,94280.0,57.5,15.5,12.13,25.17,160.65,1087.0
2011,Malaysia,1.1,29184140.0,19390.0,5.77,61.0,328550.0,74.7,25.5,11.43,19.2,88.83,1303.0
2011,Mali,0.7,16039734.0,1500.0,3.68,2.2,1220190.0,56.8,15.2,10.28,35.14,13.15,692.0
2011,Malta,2.9,423577.0,23871.0,6.38,68.0,320.0,81.1,39.4,14.2,16.64,1323.68,28.0
2011,Mauritania,0.8,3524250.0,3104.0,4.2,4.5,1030700.0,63.3,16.9,10.21,40.04,3.42,109.0
2011,Mauritius,1.9,1286239.0,16483.0,5.65,35.0,2030.0,74.2,32.1,11.75,15.2,633.62,113.0
2011,Mexico,2.0,114150480.0,15210.0,7.44,37.2,1943950.0,74.4,25.2,11.6,27.74,58.72,6067.0
2011,Moldova,2.7,3595135.0,4892.0,5.76,38.0,32885.3,69.2,33.6,12.21,19.92,109.33,623.0
2011,Mongolia,4.7,2743946.0,9484.0,4.91,12.5,1557255.0,67.4,24.7,10.68,45.36,1.76,630.0
2011,Montenegro,2.6,631801.0,15747.0,5.07,35.6,13450.0,76.1,35.5,10.9,26.63,46.97,131.0
2011,Morocco,0.9,32903708.0,7226.0,5.14,46.1,446300.0,71.3,25.2,15.2,29.27,73.73,3006.0
2011,Mozambique,1.9,23760424.0,925.0,4.55,4.6,786380.0,54.9,16.0,13.19,22.61,30.21,3691.0
2011,Myanmar,1.3,49794530.0,3884.0,4.18,1.0,652790.0,63.9,26.0,10.87,43.62,76.29,1743.0
2011,Namibia,2.9,2132343.0,8203.0,4.57,12.0,823290.0,56.6,19.5,10.65,27.01,2.59,246.0
2011,Nepal,1.6,27266398.0,2189.0,4.6,9.0,143350.0,67.3,20.4,13.8,100.77,190.21,2416.0
2011,Netherlands,2.6,16701470.0,44591.0,7.41,91.4,33670.0,81.1,40.1,14.74,14.99,496.03,1684.0
2011,New Zealand,4.2,4381274.0,32057.0,7.28,81.2,263310.0,80.9,36.1,17.07,7.42,16.64,503.0
2011,Nicaragua,3.2,5942554.0,4189.0,5.77,10.6,120340.0,72.4,21.2,12.57,22.48,49.38,324.0
2011,Niger,0.8,17283118.0,799.0,3.72,0.9,1266700.0,59.0,14.4,11.4,72.98,13.64,920.0
2011,Nigeria,0.8,165463740.0,5136.0,4.82,13.8,910770.0,51.4,16.7,11.06,50.97,181.67,7085.0
2011,North Macedonia,2.3,2097110.0,11321.0,5.19,56.7,25220.0,75.2,34.8,10.65,38.08,83.15,153.0
2011,Norway,2.6,4953565.0,80623.0,7.44,93.5,365107.84,81.2,37.8,14.7,8.85,13.6,656.0
2011,Oman,0.8,3206883.0,44454.0,6.85,48.0,309500.0,76.6,25.3,13.12,39.1,10.36,199.0
2011,Pakistan,1.9,198602740.0,4464.0,5.14,8.0,770880.0,64.6,19.0,12.33,68.54,257.63,16031.0
2011,Panama,2.3,3688679.0,16762.0,6.87,42.7,74177.0,76.6,26.2,11.43,14.3,49.73,141.0
2011,Paraguay,3.3,5843938.0,7377.0,5.94,24.8,397300.0,72.1,22.4,14.87,14.6,14.71,289.0
2011,Peru,1.9,29477722.0,10044.0,5.78,36.0,1280000.0,74.1,25.4,13.11,31.57,23.03,970.0
2011,Philippines,1.3,96337910.0,5851.0,4.98,29.0,298170.0,70.8,22.1,11.67,22.75,323.1,2594.0
2011,Poland,4.0,38620850.0,21837.0,5.75,62.0,306170.0,76.7,37.2,9.72,26.37,126.16,6888.0
2011,Portugal,4.0,10564820.0,25133.0,5.16,55.2,91605.6,80.5,41.0,17.13,10.36,115.33,1295.0
2011,Qatar,0.9,1804175.0,155533.0,6.61,69.0,11490.0,78.9,30.2,12.73,81.27,157.02,162.0
2011,Romania,2.5,20220286.0,17174.0,5.08,40.0,230080.0,74.4,38.7,10.41,17.64,87.88,2469.0
2011,Russia,4.5,143364540.0,23130.0,5.54,58.0,16376870.0,70.4,37.1,10.52,19.19,8.75,51579.0
2011,Rwanda,3.5,10576932.0,1449.0,3.47,7.0,24670.0,63.3,17.7,12.84,42.68,428.74,640.0
2011,Saudi Arabia,0.8,30150952.0,48470.0,6.5,47.5,2149690.0,76.2,25.9,13.0,82.42,14.03,1723.0
2011,Senegal,0.8,12875878.0,2123.0,3.65,9.8,192530.0,65.3,17.1,10.73,35.94,66.88,841.0
2011,Serbia,2.5,7620925.0,12463.0,5.1,42.2,87460.0,74.8,41.0,10.7,31.03,87.14,1616.0
2011,Sierra Leone,0.8,6612390.0,1479.0,4.51,0.9,72180.0,54.6,17.2,12.26,18.74,91.61,424.0
2011,Slovakia,3.0,5402686.0,22483.0,5.94,74.4,48080.0,76.0,36.6,10.54,21.77,112.37,696.0
2011,Slovenia,3.4,2065457.0,26004.0,5.97,67.3,20136.4,80.0,40.5,10.85,19.51,102.57,443.0
2011,South Africa,3.3,52443320.0,11838.0,3.66,34.0,1213090.0,60.7,23.9,11.44,26.56,43.23,11635.0
2011,Spain,3.3,46729230.0,31600.0,6.15,67.1,499603.47,82.2,39.5,16.8,12.04,93.54,3318.0
2011,Sri Lanka,1.5,20859746.0,8918.0,4.36,10.5,61864.0,73.4,29.5,10.95,31.23,337.21,3659.0
2011,Sweden,3.5,9467384.0,42079.0,7.43,92.8,407310.0,81.8,39.7,14.09,7.39,23.25,1348.0
2011,Switzerland,4.2,7910988.0,58686.0,7.49,85.2,39516.03,82.6,40.7,15.6,13.05,200.2,1157.0
2011,Syria,0.8,22730734.0,5979.0,2.69,22.5,183630.0,73.3,21.0,14.89,41.12,123.79,314.0
2011,Tajikistan,2.9,7784820.0,3111.0,4.97,13.0,138790.0,68.1,20.0,10.6,54.32,56.09,310.0
2011,Tanzania,1.8,46416030.0,2227.0,3.85,3.2,885800.0,61.0,16.4,12.35,28.73,52.4,2193.0
2011,Thailand,2.0,68712850.0,13318.0,6.23,23.7,510890.0,76.4,34.9,11.68,31.61,134.5,5385.0
2011,Togo,0.8,6748675.0,1227.0,2.84,3.5,54390.0,57.9,17.9,12.19,30.85,124.08,686.0
2011,Trinidad and Tobago,2.4,1420021.0,29745.0,6.17,55.2,5130.0,73.3,30.7,13.69,29.85,276.81,133.0
2011,Tunisia,0.8,11032529.0,10437.0,5.25,39.1,155360.0,75.5,28.2,15.15,33.87,71.01,365.0
2011,Turkey,0.8,74173860.0,17919.0,4.89,43.1,769630.0,74.9,27.5,13.96,40.55,96.38,1645.0
2011,Turkmenistan,3.5,5360813.0,16518.0,5.39,5.0,469930.0,68.6,23.4,10.05,25.5,11.41,394.0
2011,Uganda,1.3,33295738.0,1890.0,3.71,4.6,200520.0,58.0,14.1,14.7,47.06,166.05,2113.0
2011,Ukraine,3.4,45516136.0,10333.0,4.71,28.7,579400.0,71.4,38.5,11.61,23.97,78.56,10511.0
2011,United Arab Emirates,1.4,8575210.0,65307.0,6.62,78.0,71020.0,78.5,26.9,11.74,39.19,120.74,729.0
2011,United Kingdom,5.2,63286360.0,34971.0,6.92,85.4,241930.0,80.8,38.6,13.66,12.85,261.59,5299.0
2011,United States,5.5,313876600.0,49675.0,7.25,69.7,9147420.0,78.8,36.2,15.75,9.74,34.31,41722.0
2011,Uruguay,3.1,3361631.0,17211.0,6.44,51.4,175020.0,77.0,33.2,12.97,11.47,19.21,566.0
2011,Uzbekistan,2.5,29057456.0,7396.0,5.94,18.6,440555.0,69.6,23.8,10.23,33.99,65.94,2448.0
2011,Venezuela,2.1,29096158.0,17746.0,6.55,40.2,882050.0,72.9,25.0,12.88,22.03,32.99,1029.0
2011,Vietnam,1.8,88349100.0,4786.0,5.02,35.1,310070.0,73.7,28.1,9.13,38.49,281.88,6370.0
2011,Yemen,0.7,25475608.0,4088.0,4.22,14.9,527970.0,67.4,16.7,15.31,50.84,48.25,1339.0
2011,Zambia,1.9,14265824.0,3205.0,5.24,3.5,743390.0,57.8,15.5,11.78,28.99,19.19,1437.0
2011,Zimbabwe,2.3,13025789.0,1515.0,4.69,8.4,386850.0,53.3,17.0,10.71,23.07,33.67,2669.0
